#,ID,Date,Description,Mode,Category,Sub Category,Amount,Balance,FCU Identified
1203,1203,14-03-2023,BIL/RCHG/6704211160/Vodafone -/+1-977-431-2068x1124,ecs,subsidy,other,-1092.58,1295669.66,
1204,1204,14-03-2023,IPS/MASTER FUEL/80836313667/000000000980/Hannahshire,ecs,subsidy,fuel,-548.43,3823899.55,Fraud Identified
1205,1205,15-03-2023,VPS/Rodriguez-Reyes/844102053993/Karenstad,upi,other credit,other,3577.98,1097400.1,
1206,1206,15-03-2023,APBS/IOC Ref No4727255904/65234380844598,upi,expenses,recharge,9570.56,4525542.29,Fraud Identified
1207,1207,16-03-2023,VPS/Meyer Ltd/930439827482/Justinmouth,upi,expenses,loan,1173.33,107566.72,
1208,1208,16-03-2023,"VPS/Williams, Harper and Hayes/156736153571/South Theresaberg",inft,reversal credit,fuel,4712.39,237954.31,Verified
1209,1209,16-03-2023,APBS/IOC Ref No2095199108/16113966321567,atm,expenses,loan,-1908.32,3818991.34,Verified
1210,1210,17-03-2023,ATM DEC CHG/17-04-04/GST,inft,reversal credit,recharge,8417.89,414355.3,Verified
1211,1211,18-03-2023,INF/INFT/339407865843/Flores-Romero /Robert,ecs,subsidy,other,1174.75,2841188.5,
1212,1212,19-03-2023,NFS/ZWND07/CASH WDL/18-12-02,atm,expenses,recharge,-1711.79,1495403.77,
1213,1213,19-03-2023,NFS/OGND07/CASH WDL/24-05-74,imps,subsidy,loan,4960.11,2145517.35,Fraud Identified
1214,1214,20-03-2023,APBS/IOC Ref No1531796709/59394814721278,vps,subsidy,recharge,-4992.08,1390810.65,
1215,1215,23-03-2023,INF/INFT/553157292622/Sutton LLC /Deborah,upi,reversal credit,bounce,2409.59,1162804.52,
1216,1216,23-03-2023,UPI/892830843801/NO REMARKS/daltonashley@upi/Jessicastad,vps,subsidy,fuel,-3299.51,3956313.06,Verified
1217,1217,23-03-2023,UPI/94081639612/NO REMARKS/sarah68@upi/East Katrina,inft,other credit,bounce,9956.02,4239233.75,Verified
1218,1218,24-03-2023,ATM DEC CHG/26-04-89/GST,atm,other credit,bounce,8902.99,1485420.11,
1219,1219,24-03-2023,INF/INFT/658027461178/Peterson-Thompson /Jack,atm,expenses,recharge,9614.74,3192331.95,
1220,1220,24-03-2023,APBS/IOC Ref No127554374/50286867288902,upi,other credit,bounce,9480.07,3343097.87,Verified
1221,1221,25-03-2023,IPS/MASTER FUEL/626194571172/000000000980/Jacquelineland,inft,other credit,fuel,-1266.35,4083706,Fraud Identified
1222,1222,26-03-2023,INF/INFT/295636022824/Ward Inc /Melissa,upi,expenses,loan,3898.63,511195.12,
1223,1223,26-03-2023,APBS/IOC Ref No6803965787/44295710341302,upi,reversal credit,fuel,8665.34,1882264.42,
1224,1224,26-03-2023,UPI/730456643569/NO REMARKS/thomas21@upi/New Karenberg,imps,withdrawal,bounce,-906.03,2092864.89,Fraud Identified
1225,1225,27-03-2023,ATM DEC CHG/02-07-95/GST,upi,reversal credit,loan,-3205.25,1771063.44,
1226,1226,27-03-2023,"VPS/Santiago, Carpenter and Wilson/724426409542/East Andrewside",atm,other credit,fuel,6489.69,2090166.83,
1227,1227,27-03-2023,APBS/IOC Ref No7353323542/63518440748260,vps,other credit,fuel,6797.1,3308932.7,Verified
1228,1228,30-03-2023,BIL/RCHG/1979387351/Vodafone -/6766235363,imps,withdrawal,recharge,-163.95,2241408.96,Verified
1229,1229,30-03-2023,INF/INFT/884434311617/Lee-Sullivan /Kristin,upi,expenses,other,8170.29,3515355.79,Fraud Identified
1230,1230,30-03-2023,ATM DEC CHG/16-06-02/GST,inft,other credit,other,4697.09,3997414.11,Verified
1231,1231,31-03-2023,VPS/Thompson-Mcdonald/80206787508/Ginahaven,ecs,subsidy,bounce,-3929.9,635801.34,
1232,1232,31-03-2023,NFS/TXND07/CASH WDL/21-03-99,upi,other credit,recharge,6981.04,1236764.64,Fraud Identified
1233,1233,01-04-2023,BIL/RCHG/6821226997/Vodafone -/409.689.0600,ecs,withdrawal,fuel,1203.16,418608.15,
1234,1234,01-04-2023,UPI/548954256192/NO REMARKS/smithcindy@upi/West Matthew,atm,expenses,loan,-948.42,4170962.12,Verified
1235,1235,02-04-2023,VPS/Martin PLC/136536590216/East Jenniferchester,vps,withdrawal,recharge,-4196.92,3081032.52,
1236,1236,03-04-2023,VPS/Holt-Warner/972654633618/Phillipschester,upi,reversal credit,loan,6859.93,2696963.42,
1237,1237,05-04-2023,UPI/269900270009/NO REMARKS/dweber@upi/West Ericville,vps,other credit,fuel,2314.81,1083119.15,
1238,1238,07-04-2023,BIL/RCHG/3035030930/Vodafone -/4968950030,upi,other credit,fuel,7385.65,82317.15,
1239,1239,07-04-2023,APBS/IOC Ref No876770464/13103711930538,upi,subsidy,fuel,-3883.92,1482538,Verified
1240,1240,08-04-2023,"VPS/Harper, Koch and Perez/164226835422/New Kennethburgh",imps,subsidy,fuel,8431.02,483098.43,Verified
1241,1241,08-04-2023,NFS/QWND07/CASH WDL/05-09-89,imps,withdrawal,fuel,-4279.8,1669912.79,Fraud Identified
1242,1242,08-04-2023,UPI/419260479296/NO REMARKS/watsondominique@upi/North Glenn,imps,reversal credit,fuel,5028.69,4130583.29,Fraud Identified
1243,1243,10-04-2023,IPS/MASTER FUEL/454818666413/000000000980/Jenniferstad,upi,reversal credit,fuel,4321.84,1642270.07,Verified
1244,1244,10-04-2023,UPI/687752007721/NO REMARKS/tammyfleming@upi/East Tammystad,imps,reversal credit,recharge,9473.96,3901666.71,
1245,1245,11-04-2023,ATM DEC CHG/26-01-91/GST,vps,expenses,loan,7237.24,3777573.05,Fraud Identified
1246,1246,12-04-2023,IPS/MASTER FUEL/565149602027/000000000980/North Brianamouth,ecs,subsidy,other,-65.73,1988679.95,
1247,1247,13-04-2023,BIL/RCHG/5345566836/Vodafone -/654.854.2033x9460,ecs,other credit,fuel,6672.18,2103969.49,Verified
1248,1248,13-04-2023,"VPS/Rosales, Khan and Payne/390032491431/Alexisfort",ecs,withdrawal,bounce,5649.45,3486731.89,Fraud Identified
1249,1249,15-04-2023,IPS/MASTER FUEL/92588915819/000000000980/Amandaburgh,vps,subsidy,recharge,3393.1,4354303.91,Verified
1250,1250,16-04-2023,ATM DEC CHG/17-02-00/GST,upi,expenses,other,1033.02,2319220.01,Fraud Identified
1251,1251,16-04-2023,IPS/MASTER FUEL/154148133558/000000000980/South Tylerfurt,upi,reversal credit,other,-1570.31,3863610.65,
1252,1252,16-04-2023,UPI/968965115603/NO REMARKS/mary22@upi/Port Brianfort,upi,other credit,other,-2067.77,3959654.62,Verified
1253,1253,19-04-2023,VPS/Gregory-Garcia/400341615938/East Frank,atm,expenses,bounce,-2073.78,1817438.64,
1254,1254,19-04-2023,IPS/MASTER FUEL/221206324841/000000000980/West Monicatown,imps,expenses,other,9541.15,3227828.41,
1255,1255,21-04-2023,BIL/RCHG/6007493548/Vodafone -/001-551-774-2997x425,inft,other credit,bounce,6333.57,1095256.32,
1256,1256,22-04-2023,VPS/Cobb and Sons/680132346143/North David,atm,withdrawal,recharge,2153.8,1181526.11,Fraud Identified
1257,1257,22-04-2023,BIL/RCHG/7338167876/Vodafone -/8445463909,imps,expenses,recharge,9018.93,2901495.51,
1258,1258,23-04-2023,INF/INFT/733591280073/Lowe PLC /Christopher,atm,subsidy,recharge,5914.32,1635208.89,Verified
1259,1259,23-04-2023,APBS/IOC Ref No6175102961/91853495869980,atm,reversal credit,fuel,2721.96,2262844.18,
1260,1260,23-04-2023,APBS/IOC Ref No7530982372/80744868212744,vps,withdrawal,other,-2310.83,3935281.9,Fraud Identified
1261,1261,25-04-2023,IPS/MASTER FUEL/714928384020/000000000980/East Loriport,ecs,withdrawal,recharge,7831.49,640563.03,Verified
1262,1262,26-04-2023,ATM DEC CHG/22-02-96/GST,imps,other credit,other,5755.89,2791388.09,Fraud Identified
1263,1263,26-04-2023,NFS/JQND07/CASH WDL/09-05-75,ecs,reversal credit,recharge,5559.14,3688964.11,Fraud Identified
1264,1264,29-04-2023,BIL/RCHG/1449904500/Vodafone -/+1-387-746-1690x2671,imps,expenses,recharge,-4351.61,4454100.24,Fraud Identified
1265,1265,01-05-2023,ATM DEC CHG/24-11-80/GST,imps,other credit,fuel,7405.19,684070.33,
1266,1266,01-05-2023,IPS/MASTER FUEL/273681838500/000000000980/Robertmouth,upi,reversal credit,fuel,-2528.43,2782844.51,
1267,1267,01-05-2023,BIL/RCHG/688118649/Vodafone -/791.240.1343x25708,vps,subsidy,recharge,7835.47,3303708.91,Verified
1268,1268,04-05-2023,BIL/RCHG/4584632286/Vodafone -/670-677-2563,vps,withdrawal,loan,2114.02,1632743.5,Verified
1269,1269,04-05-2023,INF/INFT/141749794957/Andrade LLC /Jason,ecs,reversal credit,recharge,8200.73,1730134.5,
1270,1270,04-05-2023,APBS/IOC Ref No2537705282/84977223213643,inft,withdrawal,other,495.44,3904354.84,Verified
1271,1271,05-05-2023,NFS/KBND07/CASH WDL/15-11-79,inft,other credit,fuel,2702.56,504751.96,Fraud Identified
1272,1272,06-05-2023,INF/INFT/146299530063/Alexander-Wright /Nicole,inft,withdrawal,loan,9048.61,464007.42,
1273,1273,06-05-2023,IPS/MASTER FUEL/753819945950/000000000980/North Kaitlynmouth,ecs,subsidy,fuel,9529.25,549960.29,Verified
1274,1274,06-05-2023,ATM DEC CHG/28-06-03/GST,atm,expenses,other,1425.32,1527474.63,Fraud Identified
1275,1275,08-05-2023,BIL/RCHG/9219356415/Vodafone -/221-887-1324,imps,expenses,other,2514.58,2112345.47,Fraud Identified
1276,1276,09-05-2023,NFS/CHND07/CASH WDL/03-08-00,vps,expenses,other,514.34,2650627.66,
1277,1277,09-05-2023,APBS/IOC Ref No243942265/6552261401758,upi,withdrawal,loan,5479.98,3430292.89,Verified
1278,1278,10-05-2023,IPS/MASTER FUEL/587505383226/000000000980/Lake Derrickview,ecs,withdrawal,loan,7497,414784.53,
1279,1279,10-05-2023,UPI/829625448413/NO REMARKS/wilsonwesley@upi/Smithberg,imps,expenses,recharge,5646.62,2856621.59,Fraud Identified
1280,1280,10-05-2023,ATM DEC CHG/07-01-80/GST,atm,other credit,bounce,-715.92,3324040.26,
1281,1281,11-05-2023,"VPS/Patton, Miller and Garner/352355907939/South Brandiberg",upi,other credit,bounce,1552.91,389197.57,Fraud Identified
1282,1282,11-05-2023,NFS/FYND07/CASH WDL/31-01-85,imps,subsidy,loan,-326.33,2713908.56,Verified
1283,1283,11-05-2023,INF/INFT/554770214017/Nguyen Inc /Emily,inft,reversal credit,fuel,-3338.71,3014706.33,
1284,1284,11-05-2023,NFS/CKND07/CASH WDL/23-12-73,upi,other credit,loan,3044.13,3054379.55,Fraud Identified
1285,1285,12-05-2023,IPS/MASTER FUEL/750339679645/000000000980/West Larry,imps,reversal credit,bounce,6491.12,4134875.68,Fraud Identified
1286,1286,13-05-2023,BIL/RCHG/8868034249/Vodafone -/303-891-8319x65535,atm,other credit,bounce,8180.85,2087247.52,Verified
1287,1287,14-05-2023,BIL/RCHG/5915566829/Vodafone -/001-249-852-0334x0373,atm,withdrawal,recharge,2230.3,2940871.68,Fraud Identified
1288,1288,14-05-2023,NFS/XBND07/CASH WDL/20-03-87,upi,expenses,other,2321.29,3342294.17,
1289,1289,14-05-2023,IPS/MASTER FUEL/681139044460/000000000980/Helenport,upi,expenses,loan,2983.32,3435836.53,Verified
1290,1290,15-05-2023,BIL/RCHG/6925320153/Vodafone -/764-416-5515,inft,other credit,other,-2153.19,2309160.54,
1291,1291,15-05-2023,UPI/782642985040/NO REMARKS/akennedy@upi/Port Adammouth,upi,withdrawal,fuel,-4057.75,4448937.73,Verified
1292,1292,16-05-2023,UPI/44003778076/NO REMARKS/barretttracey@upi/Angelashire,upi,reversal credit,fuel,8596.2,2995265.28,Fraud Identified
1293,1293,16-05-2023,IPS/MASTER FUEL/357909262308/000000000980/South Janemouth,vps,withdrawal,recharge,-4231.71,3527916.45,Fraud Identified
1294,1294,18-05-2023,APBS/IOC Ref No3541179555/68005798460674,vps,other credit,other,-1476.37,954587.22,
1295,1295,18-05-2023,INF/INFT/766237280035/Garcia Ltd /Amy,imps,expenses,recharge,2904.12,1572974.77,Verified
1296,1296,18-05-2023,ATM DEC CHG/24-11-94/GST,vps,expenses,recharge,-1931.82,2772779.54,
1297,1297,18-05-2023,BIL/RCHG/2266890664/Vodafone -/+1-531-920-7025x233,upi,subsidy,loan,7476.31,2908389.36,Fraud Identified
1298,1298,19-05-2023,VPS/Davis and Sons/702528923243/Port Christine,imps,expenses,recharge,-3104.78,1734668.82,Verified
1299,1299,19-05-2023,NFS/XAND07/CASH WDL/20-08-03,upi,withdrawal,bounce,-1295.53,2682091.54,Fraud Identified
1300,1300,20-05-2023,NFS/AQND07/CASH WDL/25-09-75,atm,reversal credit,recharge,87.34,3055546.98,Fraud Identified
1301,1301,22-05-2023,IPS/MASTER FUEL/161715483086/000000000980/North Richard,inft,reversal credit,recharge,293.09,411526.92,
1302,1302,22-05-2023,ATM DEC CHG/08-01-94/GST,imps,withdrawal,other,9845.31,645277.47,
1303,1303,23-05-2023,BIL/RCHG/9962179647/Vodafone -/+1-319-407-1100,imps,other credit,other,1086.94,1301985.68,Fraud Identified
1304,1304,23-05-2023,NFS/KYND07/CASH WDL/26-09-81,imps,expenses,bounce,4280.48,2553376.5,Fraud Identified
1305,1305,23-05-2023,BIL/RCHG/6229857532/Vodafone -/208-290-5599x37103,imps,subsidy,other,8671.47,3171766.49,Verified
1306,1306,24-05-2023,INF/INFT/501174761254/Lynn PLC /Paul,upi,expenses,recharge,-1928.06,708075.79,Verified
1307,1307,24-05-2023,NFS/ADND07/CASH WDL/14-06-90,upi,expenses,other,5163.08,1027657.24,Verified
1308,1308,25-05-2023,NFS/JEND07/CASH WDL/09-07-78,atm,expenses,other,2166.35,1429811.47,
1309,1309,25-05-2023,IPS/MASTER FUEL/443219768369/000000000980/Josephland,atm,expenses,recharge,8677.01,4682629.08,
1310,1310,26-05-2023,APBS/IOC Ref No7952173381/20755878445018,inft,expenses,recharge,854.77,2779169.55,Verified
1311,1311,27-05-2023,IPS/MASTER FUEL/330104420225/000000000980/Hodgeland,imps,expenses,other,-4511.01,285625.33,
1312,1312,27-05-2023,BIL/RCHG/8921315158/Vodafone -/+1-779-702-6794x59297,imps,other credit,loan,5169.32,1843402.4,Verified
1313,1313,27-05-2023,BIL/RCHG/123478212/Vodafone -/(643)617-8798x528,inft,subsidy,loan,5447.81,2536497,Verified
1314,1314,28-05-2023,NFS/UVND07/CASH WDL/11-04-85,atm,expenses,other,9116.9,1500085.15,
1315,1315,29-05-2023,APBS/IOC Ref No8232133681/41810977764295,upi,other credit,fuel,6922.55,2601924.62,
1316,1316,29-05-2023,APBS/IOC Ref No4350553909/48640213626850,vps,other credit,other,4191.97,3950758.27,
1317,1317,30-05-2023,BIL/RCHG/6093790018/Vodafone -/+1-554-853-5733x610,ecs,reversal credit,bounce,-4517.59,290807.62,
1318,1318,30-05-2023,"INF/INFT/71603605659/Mccarthy, Lopez and Lamb /Craig",imps,expenses,bounce,-1210.16,1982995.71,Verified
1319,1319,30-05-2023,NFS/BWND07/CASH WDL/23-07-04,ecs,expenses,other,5139.95,2854871.53,
1320,1320,31-05-2023,ATM DEC CHG/09-01-96/GST,atm,withdrawal,bounce,-2138.76,2018167.36,Fraud Identified
1321,1321,01-06-2023,IPS/MASTER FUEL/331287998228/000000000980/Henrymouth,vps,withdrawal,fuel,-4264.82,51547.18,Fraud Identified
1322,1322,01-06-2023,IPS/MASTER FUEL/69693217052/000000000980/Reneetown,inft,expenses,other,1385.46,3821356.83,Verified
1323,1323,01-06-2023,NFS/BSND07/CASH WDL/11-05-90,ecs,withdrawal,fuel,2811.13,4065424.57,Fraud Identified
1324,1324,01-06-2023,ATM DEC CHG/05-12-90/GST,inft,other credit,bounce,7421.47,4391152.11,Verified
1325,1325,02-06-2023,VPS/Turner LLC/802838339187/Robertshire,atm,withdrawal,fuel,-3233.28,67935.44,
1326,1326,02-06-2023,BIL/RCHG/8017223404/Vodafone -/299-696-8471,inft,other credit,bounce,8104.08,299829.72,Fraud Identified
1327,1327,02-06-2023,APBS/IOC Ref No8981224602/50076641660469,vps,withdrawal,fuel,1477.84,2649902.08,
1328,1328,02-06-2023,VPS/Conway PLC/319118844930/Dianeview,atm,expenses,fuel,3300.62,3540748.13,
1329,1329,02-06-2023,ATM DEC CHG/13-02-99/GST,atm,subsidy,other,-1641.67,4259370.86,
1330,1330,03-06-2023,BIL/RCHG/6900010120/Vodafone -/+1-363-763-8690x90729,imps,reversal credit,other,-1462.43,1893680.29,Fraud Identified
1331,1331,03-06-2023,UPI/534281940574/NO REMARKS/jameskeller@upi/Michaelstad,ecs,withdrawal,loan,3534.02,2169092.98,
1332,1332,03-06-2023,INF/INFT/404798789790/Keller PLC /Eileen,atm,subsidy,recharge,8851.64,3536019.53,Verified
1333,1333,04-06-2023,ATM DEC CHG/18-04-96/GST,ecs,expenses,loan,4602.51,2272897.22,Verified
1334,1334,04-06-2023,APBS/IOC Ref No261684532/79599960715623,imps,subsidy,recharge,1701.61,2752421.27,Verified
1335,1335,05-06-2023,VPS/Taylor Ltd/904837801901/Justinmouth,ecs,subsidy,recharge,-509.25,1649913.99,
1336,1336,07-06-2023,NFS/GZND07/CASH WDL/20-05-84,ecs,other credit,recharge,3157.53,1697244.16,Fraud Identified
1337,1337,08-06-2023,APBS/IOC Ref No6049315672/22529830778325,inft,other credit,fuel,-3009.32,777984.08,Fraud Identified
1338,1338,09-06-2023,IPS/MASTER FUEL/70751453999/000000000980/North Kimberlychester,inft,withdrawal,recharge,2280.94,4169250.04,
1339,1339,10-06-2023,IPS/MASTER FUEL/931010832282/000000000980/East Ashley,ecs,reversal credit,fuel,7214.9,3050238.97,Fraud Identified
1340,1340,10-06-2023,IPS/MASTER FUEL/119210322395/000000000980/Raventown,vps,expenses,loan,9945.28,3525731.23,
1341,1341,11-06-2023,APBS/IOC Ref No8194913937/88848230259035,atm,expenses,recharge,8342.23,45625.19,Fraud Identified
1342,1342,11-06-2023,BIL/RCHG/5550787002/Vodafone -/460-735-2092,upi,reversal credit,fuel,9004.13,365939.32,Verified
1343,1343,11-06-2023,BIL/RCHG/9078194145/Vodafone -/264-733-2558x46081,vps,expenses,recharge,1772.89,2983875.62,
1344,1344,12-06-2023,APBS/IOC Ref No7165342435/49435245606157,imps,withdrawal,other,4267.02,1981154.91,
1345,1345,13-06-2023,UPI/69402693143/NO REMARKS/kburch@upi/Monicaview,vps,expenses,other,8307.13,1204714.57,Fraud Identified
1346,1346,13-06-2023,BIL/RCHG/4928075127/Vodafone -/001-831-739-2486x9866,ecs,withdrawal,recharge,7375.9,2188689.5,Verified
1347,1347,13-06-2023,ATM DEC CHG/01-04-79/GST,ecs,expenses,loan,2764.01,2498313.23,
1348,1348,13-06-2023,APBS/IOC Ref No8696005165/2704114461878,atm,expenses,fuel,4748.5,2748563.96,Verified
1349,1349,14-06-2023,ATM DEC CHG/13-08-85/GST,ecs,expenses,bounce,-2758.3,799771.04,
1350,1350,15-06-2023,VPS/Mcdonald PLC/935021274412/Paulfurt,inft,subsidy,recharge,-4363.43,1036494.63,Fraud Identified
1351,1351,15-06-2023,ATM DEC CHG/01-09-95/GST,inft,subsidy,other,9035.17,1884196.42,
1352,1352,17-06-2023,BIL/RCHG/2155823453/Vodafone -/5527792640,atm,reversal credit,bounce,923.59,1913562.34,Fraud Identified
1353,1353,17-06-2023,"VPS/Cole, Mcclain and Johnson/994086736574/Port Richardmouth",vps,withdrawal,other,5406.44,3101459.57,
1354,1354,18-06-2023,ATM DEC CHG/17-12-75/GST,inft,subsidy,loan,1839.22,3365633.54,Fraud Identified
1355,1355,18-06-2023,UPI/610629303787/NO REMARKS/ramirezbrooke@upi/Lake Jessicaton,atm,expenses,recharge,4919.68,3570755.62,Fraud Identified
1356,1356,18-06-2023,NFS/MRND07/CASH WDL/02-10-89,inft,expenses,bounce,-284.62,3753539.76,Fraud Identified
1357,1357,19-06-2023,ATM DEC CHG/19-09-01/GST,imps,other credit,other,8247.16,380925.19,Verified
1358,1358,19-06-2023,APBS/IOC Ref No2929728179/19621672466091,vps,other credit,other,7163.2,1963686.08,Verified
1359,1359,19-06-2023,"VPS/Perry, Francis and Carroll/529963586834/Andrewport",imps,reversal credit,loan,-275.16,2540713.93,
1360,1360,20-06-2023,NFS/VVND07/CASH WDL/25-12-73,vps,withdrawal,bounce,-4997.66,1694246.22,Verified
1361,1361,23-06-2023,IPS/MASTER FUEL/814192422787/000000000980/West Kaitlyn,inft,reversal credit,recharge,9799.61,1723019.36,
1362,1362,24-06-2023,UPI/614366552185/NO REMARKS/kellywright@upi/Hopkinsland,inft,other credit,fuel,-4770.38,4449715.67,
1363,1363,25-06-2023,INF/INFT/399532512349/Phillips-Fernandez /Gregory,imps,subsidy,other,8190.72,735464.75,
1364,1364,25-06-2023,NFS/QOND07/CASH WDL/21-03-98,inft,withdrawal,loan,3301.24,1803676.5,
1365,1365,25-06-2023,ATM DEC CHG/26-03-89/GST,inft,reversal credit,bounce,-4161.07,3536117.4,Fraud Identified
1366,1366,25-06-2023,UPI/801518074149/NO REMARKS/marilynpena@upi/Adkinsmouth,ecs,other credit,recharge,6722.77,3804103.64,Verified
1367,1367,26-06-2023,NFS/KDND07/CASH WDL/05-04-84,inft,other credit,bounce,8176.81,2845793.35,Fraud Identified
1368,1368,27-06-2023,NFS/NZND07/CASH WDL/29-07-78,imps,withdrawal,recharge,6604.91,736368.07,
1369,1369,27-06-2023,IPS/MASTER FUEL/584141416366/000000000980/Johnbury,ecs,reversal credit,other,-2502.4,3535377.24,Fraud Identified
1370,1370,27-06-2023,UPI/917862562393/NO REMARKS/brianhenry@upi/Latashaland,upi,other credit,bounce,-989.34,4161429.65,
1371,1371,28-06-2023,APBS/IOC Ref No7983341672/26736681190826,upi,withdrawal,recharge,4871.23,1381080.84,Fraud Identified
1372,1372,28-06-2023,IPS/MASTER FUEL/407069053730/000000000980/Erintown,upi,withdrawal,fuel,8615.5,3191985.26,Fraud Identified
1373,1373,29-06-2023,NFS/HZND07/CASH WDL/04-11-89,imps,other credit,recharge,9917.72,1938527.79,
1374,1374,29-06-2023,IPS/MASTER FUEL/136546758036/000000000980/Heathershire,ecs,subsidy,other,3694.25,3233515.91,
1375,1375,29-06-2023,APBS/IOC Ref No8089106459/87228443664007,vps,reversal credit,other,2470.65,4507650,Verified
1376,1376,30-06-2023,VPS/Alexander-Moran/280580363401/West Kevinville,upi,expenses,fuel,-2899.06,4430095.19,Verified
1377,1377,01-07-2023,VPS/Wang Inc/516696438008/West Michael,imps,withdrawal,bounce,9880.52,298263.79,Verified
1378,1378,01-07-2023,BIL/RCHG/3474728228/Vodafone -/229-319-7116x3285,upi,subsidy,loan,6120.14,3191409.24,Fraud Identified
1379,1379,02-07-2023,APBS/IOC Ref No7040956356/50652208747197,inft,reversal credit,recharge,7223.11,3533507.33,
1380,1380,02-07-2023,UPI/84781388807/NO REMARKS/wbridges@upi/Cookestad,vps,subsidy,other,7115.69,4514732.1,Verified
1381,1381,03-07-2023,IPS/MASTER FUEL/656458966991/000000000980/Lake Kylestad,vps,subsidy,bounce,-201.29,2275582.29,
1382,1382,03-07-2023,BIL/RCHG/1319517428/Vodafone -/996-361-1694,vps,other credit,bounce,8061.41,2580061.06,Fraud Identified
1383,1383,04-07-2023,APBS/IOC Ref No1623279074/31862043320603,upi,other credit,other,-1440.74,113936.74,Verified
1384,1384,04-07-2023,APBS/IOC Ref No5074413816/56344397083037,imps,withdrawal,fuel,563.25,2377557.88,Fraud Identified
